Name,School,Conference,Games,Completions,Attempts,Completion_Percentage,Yards,Y/A,TD,INT,College_QBR,Rush_Attempts,Rushing_Yds,Rushing_Avg,Rushing_Td
Dane Evans,American,13,259,435,59.5,3348,7.7,32,12,142.9,47,-29,-0.6,4
Matt Linehan,Sun Belt,13,257,415,61.9,3184,7.7,19,10,136.7,88,167,1.9,4
Wilton Speight,Big Ten,12,204,331,61.6,2538,7.7,18,7,139.8,35,-60,-1.7,1
Stephen Johnson,SEC,12,145,265,54.7,2037,7.7,13,6,130.9,97,327,3.4,3
Greg Ward Jr.,American,12,319,469,68.0,3557,7.6,22,13,141.7,197,518,2.6,10
Cooper Rush,MAC,13,278,465,59.8,3540,7.6,23,16,133.2,68,-21,-0.3,1
Ryan Finley,ACC,13,243,402,60.4,3059,7.6,18,8,135.2,74,94,1.3,1
Shane Buechele,Big 12,12,236,391,60.4,2958,7.6,21,11,136.0,96,161,1.7,2
Eric Dungey,ACC,9,230,355,64.8,2679,7.5,15,7,138.2,125,293,2.3,6
Philip Nelson,American,10,237,349,67.9,2621,7.5,16,8,141.5,62,57,0.9,2
Manny Wilkins,Pac-12,10,197,311,63.3,2329,7.5,12,9,133.2,128,246,1.9,5
Tyler O'Connor,Big Ten,11,154,262,58.8,1970,7.5,16,9,135.2,63,70,1.1,0
Dru Brown,MWC,13,209,335,62.4,2488,7.4,19,7,139.3,88,306,3.5,4
Jason Driskel,CUSA,12,200,327,61.2,2415,7.4,9,11,125.6,80,242,3.0,4
Sefo Liufau,Pac-12,12,200,319,62.7,2366,7.4,11,6,132.6,165,494,3.0,8
Kenny Potter,MWC,11,183,307,59.6,2273,7.4,16,10,132.5,136,322,2.4,7
Tommy Armstrong Jr,Big Ten,11,151,294,51.4,2180,7.4,14,8,123.9,113,512,4.5,8
Perry Hills,Big Ten,11,122,197,61.9,1464,7.4,12,4,140.4,91,93,1.0,4
Brandon Dawkins,Pac-12,10,98,182,53.8,1348,7.4,8,6,124.0,131,944,7.2,10
Kenny Hill,Big 12,13,269,440,61.1,3208,7.3,17,13,129.2,125,609,4.9,10
Jalen Hurts,SEC,15,240,382,62.8,2780,7.3,23,9,139.1,191,954,5.0,13
Andrew Ford,Ind,10,222,365,60.8,2665,7.3,26,14,138.0,45,-96,-2.1,2
Dalton Sturm,CUSA,13,169,299,56.5,2170,7.3,20,6,135.5,110,313,2.8,4
Brogan Roback,MAC,10,219,372,58.9,2694,7.2,18,7,131.9,63,223,3.5,2
Conner Manning,Sun Belt,10,207,373,55.5,2684,7.2,16,13,123.1,27,-3,-0.1,2
Luke Falk,Pac-12,13,443,633,70.0,4468,7.1,38,11,145.6,66,-68,-1.0,0
Troy Williams,Pac-12,13,207,390,53.1,2757,7.1,15,8,121.0,111,235,2.1,5
Mitch Leidner,Big Ten,12,173,307,56.4,2169,7.1,8,12,116.5,111,366,3.3,10
Bryant Shirreffs,American,9,166,283,58.7,2010,7.1,7,6,122.2,144,326,2.3,2
Chase Litton,CUSA,10,231,371,62.3,2612,7.0,24,9,137.9,34,-133,-3.9,1
Taylor Lamb,Sun Belt,13,197,325,60.6,2281,7.0,15,8,129.9,89,505,5.7,9
Davis Webb,Pac-12,12,382,620,61.6,4295,6.9,37,12,135.6,33,-110,-3.3,6
Brandon Silvers,Sun Belt,13,293,460,63.7,3180,6.9,23,12,133.0,48,128,2.7,4
Ben Hicks,American,12,234,422,55.5,2930,6.9,19,15,121.5,41,-83,-2.0,2
Ryan Metz,CUSA,10,130,201,64.7,1375,6.8,14,4,141.1,36,41,1.1,0
Clayton Thorson,Big Ten,13,280,478,58.6,3182,6.7,22,9,125.9,97,98,1.0,5
J.T. Barrett,Big Ten,13,233,379,61.5,2555,6.7,24,7,135.3,205,845,4.1,9
Trevor Knight,SEC,11,193,362,53.3,2432,6.7,19,7,123.2,102,614,6.0,10
Nick Fitzgerald,SEC,13,196,361,54.3,2423,6.7,21,10,124.3,195,1375,7.1,16
Anthony Jennings,Sun Belt,13,193,323,59.8,2178,6.7,11,13,119.6,144,341,2.4,9
Daniel Jones,ACC,12,270,430,62.8,2836,6.6,16,9,126.3,141,486,3.4,7
Jacob Eason,SEC,13,204,370,55.1,2430,6.6,16,8,120.2,33,-45,-1.4,1
Kent Myers,MWC,12,212,362,58.6,2394,6.6,10,8,118.8,116,449,3.9,6
Alex McGough,CUSA,9,167,286,58.4,1891,6.6,13,11,121.2,45,117,2.6,4
Jesse Ertz,Big 12,13,152,264,57.6,1755,6.6,9,4,121.6,183,1012,5.5,12
David Blough,Big Ten,12,295,517,57.1,3352,6.5,25,21,119.4,80,13,0.2,4
Tyler Stehling,CUSA,11,194,316,61.4,2049,6.5,12,7,124.0,101,309,3.1,4
Tyler Rogers,Sun Belt,11,224,404,55.4,2603,6.4,16,12,116.7,124,333,2.7,4
Riley Neal,MAC,11,242,394,61.4,2541,6.4,13,12,120.4,127,540,4.3,8
Kyle Shurmur,SEC,13,204,375,54.4,2409,6.4,9,10,110.9,50,-129,-2.6,0
Tyler Jones,Sun Belt,11,220,342,64.3,2184,6.4,11,14,120.4,115,-8,-0.1,5
James Morgan,MAC,11,183,326,56.1,2082,6.4,16,15,116.8,45,-72,-1.6,0
C.J. Beathard,Big Ten,13,170,301,56.5,1929,6.4,17,10,122.3,83,-13,-0.2,2
Kurt Benkert,ACC,11,228,406,56.2,2552,6.3,21,11,120.6,60,-94,-1.6,0
Chason Virgil,MWC,10,166,322,51.6,2021,6.3,13,10,111.4,77,122,1.6,2
Patrick Towles,ACC,13,138,273,50.5,1730,6.3,12,7,113.2,115,294,2.6,4
Taysom Hill,Ind,12,222,372,59.7,2323,6.2,12,11,116.9,137,603,4.4,8
Hasaan Klugh,CUSA,11,120,224,53.6,1356,6.1,10,3,116.5,89,426,4.8,8
Mason Fine,CUSA,10,155,261,59.4,1572,6.0,6,5,113.7,94,118,1.3,2
McKenzie Milton,American,10,194,336,57.7,1983,5.9,10,7,113.0,100,158,1.6,3
John Wolford,ACC,12,166,299,55.5,1774,5.9,9,10,108.6,130,521,4.0,6
Tyree Jackson,MAC,10,165,311,53.1,1772,5.7,9,9,104.7,99,399,4.0,5
Glen Cuiellette,American,12,101,237,42.6,1309,5.5,10,8,96.2,120,216,1.8,1
Baker Mayfield,Big 12,14,285,404,70.5,4627,11.5,43,6,198.9,97,311,3.2,5
McKenzie Milton,American,13,265,395,67.1,4037,10.2,37,9,179.3,106,613,5.8,8
Mason Rudolph,Big 12,13,318,489,65.0,4904,10.0,37,9,170.6,61,35,0.6,10
Drew Lock,SEC,13,242,419,57.8,3964,9.5,44,13,165.7,43,111,2.6,1
Logan Woodside,MAC,14,264,411,64.2,3882,9.4,28,8,162.2,51,34,0.7,1
Riley Ferguson,American,13,299,474,63.1,4257,9.0,38,9,161.2,54,22,0.4,6
Will Grier,Big 12,11,250,388,64.4,3490,9.0,34,12,162.7,63,122,1.9,2
Jake Fromm,SEC,15,181,291,62.2,2615,9.0,24,7,160.1,55,79,1.4,3
Danny Etling,SEC,13,165,275,60.0,2463,9.0,16,2,153.0,72,128,1.8,2
Bryant Shirreffs,American,9,171,260,65.8,2287,8.8,14,5,153.6,90,200,2.2,0
Sam Darnold,Pac-12,14,303,480,63.1,4143,8.6,26,13,148.1,75,82,1.1,5
Lamar Jackson,ACC,13,254,430,59.1,3660,8.5,27,10,146.6,232,1601,6.9,18
John Wolford,ACC,12,239,374,63.9,3192,8.5,29,6,158.0,140,683,4.9,10
Jarrett Stidham,SEC,14,246,370,66.5,3158,8.5,18,6,151.0,103,153,1.5,4
Trace McSorley,Big Ten,13,284,427,66.5,3570,8.4,28,10,153.7,144,491,3.4,11
Caleb Evans,Sun Belt,12,211,344,61.3,2878,8.4,17,6,144.4,137,573,4.2,13
Nick Stevens,MWC,13,284,459,61.9,3804,8.3,29,10,148.0,54,123,2.3,4
Josh Rosen,Pac-12,11,283,452,62.6,3756,8.3,26,10,147.0,50,-97,-1.9,2
Andrew Ford,Ind,11,223,353,63.2,2924,8.3,22,4,151.1,60,-137,-2.3,2
Brett Rypien,MWC,13,218,348,62.6,2877,8.3,16,6,143.8,37,-21,-0.6,0
Alex Hornibrook,Big Ten,14,198,318,62.3,2644,8.3,25,15,148.6,29,-101,-3.5,0
J.T. Barrett,Big Ten,14,240,371,64.7,3053,8.2,35,9,160.1,165,798,4.8,12
Quinton Flowers,American,12,188,354,53.1,2911,8.2,25,6,142.1,196,1078,5.5,11
Jalen Hurts,SEC,14,154,255,60.4,2081,8.2,17,1,150.2,154,855,5.6,8
Jonathan Banks,American,11,124,219,56.6,1797,8.2,12,5,139.1,148,592,4.0,7
Justice Hansen,Sun Belt,12,305,487,62.6,3967,8.1,37,16,149.6,132,415,3.1,7
Taylor Lamb,Sun Belt,13,206,337,61.1,2737,8.1,27,6,152.2,78,584,7.5,5
Jake Browning,Pac-12,13,230,336,68.5,2719,8.1,19,5,152.1,56,25,0.4,7
Jason Driskel,CUSA,12,185,278,66.5,2247,8.1,15,4,149.4,84,427,5.1,8
Nic Shimonek,Big 12,13,328,493,66.5,3963,8.0,33,10,152.1,59,-66,-1.1,1
Manny Wilkins,Pac-12,13,260,410,63.4,3270,8.0,20,8,142.6,138,282,2.0,7
Mason Fine,CUSA,14,324,511,63.4,4052,7.9,31,15,144.2,107,16,0.1,1
Kenny Hill,Big 12,13,269,400,67.3,3152,7.9,23,8,148.4,100,325,3.3,5
Steven Montez,Pac-12,12,228,377,60.5,2975,7.9,18,9,137.7,132,338,2.6,3
Alex McGough,CUSA,13,232,355,65.4,2798,7.9,17,8,142.9,78,231,3.0,5
Conner Manning,Sun Belt,12,259,403,64.3,3146,7.8,14,7,137.8,64,123,1.9,1
Marcus McMaryion,MWC,14,218,351,62.1,2726,7.8,14,5,137.7,58,300,5.2,4
Armani Rogers,MWC,10,99,189,52.4,1471,7.8,6,5,122.9,146,780,5.3,8
Tyler Huntley,Pac-12,10,199,312,63.8,2411,7.7,15,10,138.1,168,537,3.2,6
Christian Chapman,MWC,13,146,244,59.8,1873,7.7,13,4,138.6,72,-26,-0.4,1
Ben Hicks,American,13,276,472,58.5,3569,7.6,33,12,140.0,54,47,0.9,1
Josh Jackson,ACC,13,236,396,59.6,2991,7.6,20,9,135.2,124,324,2.6,6
Mike White,CUSA,13,368,560,65.7,4177,7.5,26,8,140.8,64,-268,-4.2,6
Malik Rosier,ACC,13,224,415,54.0,3120,7.5,26,14,131.1,131,468,3.6,5
James Blackman,ACC,12,173,297,58.2,2230,7.5,19,11,135.0,64,-39,-0.6,0
Nathan Rourke,MAC,13,161,292,55.1,2203,7.5,17,7,132.9,137,907,6.6,21
Gus Ragland,MAC,9,152,270,56.3,2032,7.5,19,7,137.6,73,135,1.8,3
K.J. Costello,Pac-12,11,124,211,58.8,1573,7.5,14,4,139.5,28,92,3.3,3
Ryan Finley,ACC,13,311,478,65.1,3514,7.4,17,6,136.0,69,194,2.8,3
Brandon Silvers,Sun Belt,13,283,443,63.9,3290,7.4,17,7,135.8,48,50,1.0,5
Kyle Shurmur,SEC,12,220,380,57.9,2823,7.4,26,10,137.6,34,-84,-2.5,3
Dalton Sturm,CUSA,11,185,297,62.3,2185,7.4,15,5,137.4,120,545,4.5,2
Shane Morris,MAC,13,249,446,55.8,3237,7.3,27,17,129.1,88,93,1.1,3
Tanner Lee,Big Ten,12,246,428,57.5,3143,7.3,23,16,129.4,30,-97,-3.2,2
J'mar Smith,CUSA,13,229,409,56.0,2974,7.3,16,5,127.5,119,371,3.1,6
Ty Gangi,MWC,10,228,374,61.0,2746,7.3,25,11,138.8,53,180,3.4,4
Stephen Johnson,SEC,13,189,316,59.8,2305,7.3,10,6,127.7,103,375,3.6,5
Matt Linehan,Sun Belt,9,173,281,61.6,2056,7.3,16,4,139.0,68,-26,-0.4,2
Zach Smith,Big 12,9,105,201,52.2,1471,7.3,8,8,118.9,30,-79,-2.6,0
Chazz Surratt,ACC,9,107,183,58.5,1342,7.3,8,3,131.2,85,210,2.5,5
Tyler Rogers,Sun Belt,12,348,566,61.5,4016,7.1,27,18,130.5,76,20,0.3,7
Brogan Roback,MAC,12,245,409,59.9,2890,7.1,19,15,127.3,40,-47,-1.2,1
Jake Bentley,SEC,13,245,394,62.2,2794,7.1,18,12,130.7,73,85,1.2,6
Kwadra Griggs,CUSA,10,148,265,55.8,1879,7.1,16,2,133.8,83,268,3.2,3
Chase Litton,CUSA,13,266,443,60.0,3115,7.0,25,14,131.4,35,12,0.3,1
Kelly Bryant,ACC,14,262,398,65.8,2802,7.0,13,8,131.7,192,665,3.5,11
Gardner Minshew,American,10,174,304,57.2,2140,7.0,16,7,129.1,18,-40,-2.2,0
Thomas Sirk,American,11,132,238,55.5,1655,7.0,9,9,118.8,64,165,2.6,3
Nathan Stanley,Big Ten,13,196,351,55.8,2432,6.9,26,6,135.1,49,-115,-2.3,0
A.J. Erdely,CUSA,13,205,338,60.7,2331,6.9,16,4,131.8,122,326,2.7,13
Jordan Love,MWC,12,129,235,54.9,1631,6.9,8,6,119.3,46,165,3.6,2
Dru Brown,MWC,12,254,412,61.7,2785,6.8,18,8,129.0,58,7,0.1,2
Brandon Wimbush,Ind,12,136,275,49.5,1870,6.8,16,6,121.4,140,804,5.7,14
Montel Aaron,MWC,10,126,225,56.0,1531,6.8,8,10,116.0,52,-87,-1.7,1
Luke Falk,Pac-12,12,357,534,66.9,3593,6.7,30,13,137.0,67,-147,-2.2,0
Brian Lewerke,Big Ten,13,246,417,59.0,2793,6.7,20,7,127.7,124,559,4.5,5
Josh Allen,MWC,11,152,270,56.3,1812,6.7,16,6,127.8,92,204,2.2,5
Ross Bowers,Pac-12,12,272,461,59.0,3039,6.6,18,12,122.1,60,-142,-2.4,3
Clayton Thorson,Big Ten,13,262,434,60.4,2844,6.6,15,12,121.3,87,23,0.3,8
Eric Dungey,ACC,9,225,377,59.7,2495,6.6,14,9,122.8,143,595,4.2,9
Richard Lagow,Big Ten,10,172,295,58.3,1936,6.6,15,8,124.8,37,-50,-1.4,0
Darell Garretson,Pac-12,10,128,221,57.9,1465,6.6,6,8,115.3,44,52,1.2,3
Kent Myers,MWC,10,124,197,62.9,1278,6.5,8,7,123.7,80,291,3.6,5
Elijah Sindelar,Big Ten,12,187,329,56.8,2099,6.4,18,7,124.2,33,-76,-2.3,0
Jordan Davis,Sun Belt,10,122,215,56.7,1386,6.4,10,8,118.8,71,347,4.9,5
Kurt Benkert,ACC,13,298,509,58.5,3207,6.3,25,9,124.1,65,-63,-1.0,0
Marcus Childers,MAC,12,152,265,57.4,1674,6.3,16,5,126.6,143,473,3.3,5
Feleipe Franks,SEC,11,125,229,54.6,1438,6.3,9,8,113.3,58,20,0.3,0
Damian Williams,Sun Belt,12,194,333,58.3,2061,6.2,12,9,116.7,115,113,1.0,5
Nick Fitzgerald,SEC,12,159,286,55.6,1782,6.2,15,11,117.5,162,984,6.1,14
George Bollas,MAC,11,88,182,48.4,1133,6.2,4,12,94.7,103,238,2.3,1
Kellen Mond,SEC,10,117,227,51.5,1375,6.1,8,6,108.8,89,340,3.8,3
Hayden Moore,American,12,239,424,56.4,2562,6.0,20,9,118.4,92,312,3.4,4
Daniel Jones,ACC,13,257,453,56.7,2691,5.9,14,11,112.0,161,518,3.2,7
Peyton Bender,Big 12,10,148,273,54.2,1609,5.9,10,10,108.5,25,-87,-3.5,0
Steven Williams,CUSA,10,147,263,55.9,1528,5.8,6,11,103.9,92,263,2.9,3
Max Bortenschlager,Big Ten,10,121,233,51.9,1313,5.6,10,5,109.1,72,13,0.2,2
Hasaan Klugh,CUSA,11,133,279,47.7,1524,5.5,10,13,96.1,137,532,3.9,9
Anthony Brown,ACC,10,134,258,51.9,1367,5.3,11,9,103.5,42,210,5.0,1
